"On-time Graduation Rate"
3/17/2022

Year,Level,Division,Subgroup,Cohort,"Graduation Count","Virginia On-Time Graduation Rate","Completer Count","Completion Rate"
2018,DIV,"Scott County Public Schools",Female,154,148,96.1,150,97.4
2018,DIV,"Scott County Public Schools","Foster Care",<,<,<,<,<
2018,DIV,"Scott County Public Schools",Hispanic,<,<,100,<,100
2018,DIV,"Scott County Public Schools",Homeless,<,<,<,<,<
2018,DIV,"Scott County Public Schools",Male,128,117,91.4,120,93.8
2018,DIV,"Scott County Public Schools","Military Connected",<,<,100,<,100
2018,DIV,"Scott County Public Schools","Multiple Races",<,<,100,<,100
2018,DIV,"Scott County Public Schools","Students with Disabilities",36,30,83.3,34,94.4
2018,DIV,"Scott County Public Schools",White,272,255,93.8,260,95.6
2018,DIV,"Shenandoah County Public Schools","All Students",475,452,95.2,456,96
2018,DIV,"Shenandoah County Public Schools","American Indian",<,<,100,<,100
2018,DIV,"Shenandoah County Public Schools",Asian,<,<,100,<,100
2018,DIV,"Shenandoah County Public Schools",Black,17,16,94.1,17,100
2018,DIV,"Shenandoah County Public Schools","Economically Disadvantaged",171,161,94.2,164,95.9
2018,DIV,"Shenandoah County Public Schools","English Learners",28,20,71.4,20,71.4
2018,DIV,"Shenandoah County Public Schools",Female,206,198,96.1,199,96.6
2018,DIV,"Shenandoah County Public Schools","Foster Care",<,<,100,<,100
2018,DIV,"Shenandoah County Public Schools",Hispanic,58,50,86.2,50,86.2
2018,DIV,"Shenandoah County Public Schools",Homeless,<,<,<,<,<
2018,DIV,"Shenandoah County Public Schools",Male,269,254,94.4,257,95.5
2018,DIV,"Shenandoah County Public Schools","Military Connected",<,<,100,<,100
2018,DIV,"Shenandoah County Public Schools","Multiple Races",10,9,90,9,90
2018,DIV,"Shenandoah County Public Schools","Students with Disabilities",76,73,96.1,73,96.1
2018,DIV,"Shenandoah County Public Schools",White,386,373,96.6,376,97.4
2018,DIV,"Smyth County Public Schools","All Students",339,323,95.3,323,95.3
2018,DIV,"Smyth County Public Schools","American Indian",<,<,100,<,100
2018,DIV,"Smyth County Public Schools",Black,<,<,100,<,100
2018,DIV,"Smyth County Public Schools","Economically Disadvantaged",148,141,95.3,141,95.3
2018,DIV,"Smyth County Public Schools","English Learners",<,<,100,<,100
2018,DIV,"Smyth County Public Schools",Female,168,160,95.2,160,95.2
2018,DIV,"Smyth County Public Schools","Foster Care",<,<,100,<,100
2018,DIV,"Smyth County Public Schools",Hispanic,11,10,90.9,10,90.9
2018,DIV,"Smyth County Public Schools",Male,171,163,95.3,163,95.3
2018,DIV,"Smyth County Public Schools","Multiple Races",<,<,100,<,100
2018,DIV,"Smyth County Public Schools","Students with Disabilities",39,38,97.4,38,97.4
2018,DIV,"Smyth County Public Schools",White,323,308,95.4,308,95.4
2018,DIV,"Southampton County Public Schools","All Students",219,198,90.4,199,90.9
2018,DIV,"Southampton County Public Schools",Asian,<,<,100,<,100
2018,DIV,"Southampton County Public Schools",Black,93,79,84.9,79,84.9
2018,DIV,"Southampton County Public Schools","Economically Disadvantaged",95,82,86.3,82,86.3
2018,DIV,"Southampton County Public Schools",Female,123,112,91.1,112,91.1
2018,DIV,"Southampton County Public Schools",Hispanic,<,<,100,<,100
2018,DIV,"Southampton County Public Schools",Homeless,<,<,<,<,<
2018,DIV,"Southampton County Public Schools",Male,96,86,89.6,87,90.6
2018,DIV,"Southampton County Public Schools","Military Connected",<,<,100,<,100
2018,DIV,"Southampton County Public Schools","Multiple Races",<,<,100,<,100
2018,DIV,"Southampton County Public Schools","Native Hawaiian",<,<,100,<,100
2018,DIV,"Southampton County Public Schools","Students with Disabilities",35,28,80,28,80
2018,DIV,"Southampton County Public Schools",White,115,108,93.9,109,94.8
2018,DIV,"Spotsylvania County Public Schools","All Students",1917,1786,93.2,1819,94.9
2018,DIV,"Spotsylvania County Public Schools","American Indian",<,<,<,<,<
2018,DIV,"Spotsylvania County Public Schools",Asian,68,66,97.1,67,98.5
2018,DIV,"Spotsylvania County Public Schools",Black,362,327,90.3,333,92
2018,DIV,"Spotsylvania County Public Schools","Economically Disadvantaged",607,531,87.5,544,89.6
2018,DIV,"Spotsylvania County Public Schools","English Learners",82,51,62.2,51,62.2
2018,DIV,"Spotsylvania County Public Schools",Female,925,880,95.1,890,96.2
2018,DIV,"Spotsylvania County Public Schools","Foster Care",<,<,100,<,100
2018,DIV,"Spotsylvania County Public Schools",Hispanic,286,242,84.6,244,85.3
2018,DIV,"Spotsylvania County Public Schools",Homeless,24,19,79.2,21,87.5
2018,DIV,"Spotsylvania County Public Schools",Male,992,906,91.3,929,93.6
2018,DIV,"Spotsylvania County Public Schools","Military Connected",49,47,95.9,47,95.9
2018,DIV,"Spotsylvania County Public Schools","Multiple Races",102,96,94.1,97,95.1
2018,DIV,"Spotsylvania County Public Schools","Native Hawaiian",<,<,100,<,100
2018,DIV,"Spotsylvania County Public Schools","Students with Disabilities",190,180,94.7,181,95.3
2018,DIV,"Spotsylvania County Public Schools",White,1093,1050,96.1,1073,98.2
2018,DIV,"Stafford County Public Schools","All Students",2377,2231,93.9,2253,94.8
2018,DIV,"Stafford County Public Schools","American Indian",<,<,<,<,<
2018,DIV,"Stafford County Public Schools",Asian,75,72,96,72,96
2018,DIV,"Stafford County Public Schools",Black,498,477,95.8,478,96
2018,DIV,"Stafford County Public Schools","Economically Disadvantaged",714,641,89.8,650,91
2018,DIV,"Stafford County Public Schools","English Learners",151,116,76.8,116,76.8
2018,DIV,"Stafford County Public Schools",Female,1199,1140,95.1,1149,95.8
2018,DIV,"Stafford County Public Schools","Foster Care",<,<,<,<,<
2018,DIV,"Stafford County Public Schools",Hispanic,412,367,89.1,370,89.8
2018,DIV,"Stafford County Public Schools",Homeless,18,15,83.3,15,83.3
2018,DIV,"Stafford County Public Schools",Male,1178,1091,92.6,1104,93.7
2018,DIV,"Stafford County Public Schools","Military Connected",117,114,97.4,114,97.4
2018,DIV,"Stafford County Public Schools","Multiple Races",185,177,95.7,178,96.2
2018,DIV,"Stafford County Public Schools","Native Hawaiian",<,<,100,<,100
2018,DIV,"Stafford County Public Schools","Students with Disabilities",243,217,89.3,220,90.5
2018,DIV,"Stafford County Public Schools",White,1193,1125,94.3,1142,95.7
2018,DIV,"Staunton City Public Schools","All Students",198,180,90.9,181,91.4
2018,DIV,"Staunton City Public Schools",Asian,<,<,100,<,100
2018,DIV,"Staunton City Public Schools",Black,41,40,97.6,40,97.6
2018,DIV,"Staunton City Public Schools","Economically Disadvantaged",92,84,91.3,84,91.3
2018,DIV,"Staunton City Public Schools","English Learners",<,<,<,<,<
2018,DIV,"Staunton City Public Schools",Female,96,91,94.8,91,94.8
2018,DIV,"Staunton City Public Schools","Foster Care",<,<,100,<,100
2018,DIV,"Staunton City Public Schools",Hispanic,13,11,84.6,11,84.6
2018,DIV,"Staunton City Public Schools",Homeless,<,<,100,<,100
2018,DIV,"Staunton City Public Schools",Male,102,89,87.3,90,88.2
2018,DIV,"Staunton City Public Schools","Multiple Races",18,16,88.9,17,94.4
2018,DIV,"Staunton City Public Schools","Students with Disabilities",30,27,90,27,90
2018,DIV,"Staunton City Public Schools",White,124,111,89.5,111,89.5
2018,DIV,"Suffolk City Public Schools","All Students",1031,933,90.5,951,92.2
2018,DIV,"Suffolk City Public Schools","American Indian",<,<,100,<,100
2018,DIV,"Suffolk City Public Schools",Asian,17,17,100,17,100
2018,DIV,"Suffolk City Public Schools",Black,610,539,88.4,548,89.8
2018,DIV,"Suffolk City Public Schools","Economically Disadvantaged",421,362,86,377,89.5
2018,DIV,"Suffolk City Public Schools","English Learners",<,<,100,<,100
2018,DIV,"Suffolk City Public Schools",Female,519,486,93.6,491,94.6
2018,DIV,"Suffolk City Public Schools",Hispanic,48,44,91.7,45,93.8
2018,DIV,"Suffolk City Public Schools",Homeless,11,9,81.8,10,90.9
2018,DIV,"Suffolk City Public Schools",Male,512,447,87.3,460,89.8
2018,DIV,"Suffolk City Public Schools","Military Connected",53,52,98.1,52,98.1
2018,DIV,"Suffolk City Public Schools","Multiple Races",37,34,91.9,36,97.3
2018,DIV,"Suffolk City Public Schools","Native Hawaiian",<,<,100,<,100
2018,DIV,"Suffolk City Public Schools","Students with Disabilities",134,109,81.3,117,87.3
2018,DIV,"Suffolk City Public Schools",White,314,294,93.6,300,95.5
2018,DIV,"Surry County Public Schools","All Students",64,60,93.8,60,93.8
2018,DIV,"Surry County Public Schools",Black,44,43,97.7,43,97.7
2018,DIV,"Surry County Public Schools","Economically Disadvantaged",41,38,92.7,38,92.7
2018,DIV,"Surry County Public Schools",Female,31,29,93.5,29,93.5
2018,DIV,"Surry County Public Schools",Male,33,31,93.9,31,93.9
2018,DIV,"Surry County Public Schools","Military Connected",<,<,100,<,100
2018,DIV,"Surry County Public Schools","Students with Disabilities",11,9,81.8,9,81.8
2018,DIV,"Surry County Public Schools",White,20,17,85,17,85
2018,DIV,"Sussex County Public Schools","All Students",78,64,82.1,64,82.1
2018,DIV,"Sussex County Public Schools",Black,59,50,84.7,50,84.7
2018,DIV,"Sussex County Public Schools","Economically Disadvantaged",30,22,73.3,22,73.3
2018,DIV,"Sussex County Public Schools",Female,35,31,88.6,31,88.6
2018,DIV,"Sussex County Public Schools",Hispanic,<,<,100,<,100
2018,DIV,"Sussex County Public Schools",Male,43,33,76.7,33,76.7
2018,DIV,"Sussex County Public Schools","Multiple Races",<,<,100,<,100
2018,DIV,"Sussex County Public Schools","Students with Disabilities",12,7,58.3,7,58.3
2018,DIV,"Sussex County Public Schools",White,17,12,70.6,12,70.6
2018,DIV,"Tazewell County Public Schools","All Students",396,365,92.2,372,93.9
2018,DIV,"Tazewell County Public Schools",Asian,<,<,100,<,100
2018,DIV,"Tazewell County Public Schools",Black,11,8,72.7,9,81.8
2018,DIV,"Tazewell County Public Schools","Economically Disadvantaged",208,183,88,188,90.4
2018,DIV,"Tazewell County Public Schools","English Learners",<,<,100,<,100
2018,DIV,"Tazewell County Public Schools",Female,189,176,93.1,178,94.2
2018,DIV,"Tazewell County Public Schools","Foster Care",<,<,<,<,<
2018,DIV,"Tazewell County Public Schools",Hispanic,<,<,100,<,100
2018,DIV,"Tazewell County Public Schools",Homeless,<,<,<,<,<
2018,DIV,"Tazewell County Public Schools",Male,207,189,91.3,194,93.7
2018,DIV,"Tazewell County Public Schools","Military Connected",<,<,<,<,<
2018,DIV,"Tazewell County Public Schools","Multiple Races",18,16,88.9,17,94.4
2018,DIV,"Tazewell County Public Schools","Students with Disabilities",71,65,91.5,66,93
2018,DIV,"Tazewell County Public Schools",White,361,335,92.8,340,94.2
2018,DIV,"Virginia Beach City Public Schools","All Students",5142,4827,93.9,4908,95.4
2018,DIV,"Virginia Beach City Public Schools","American Indian",12,12,100,12,100
2018,DIV,"Virginia Beach City Public Schools",Asian,314,305,97.1,306,97.5
2018,DIV,"Virginia Beach City Public Schools",Black,1288,1189,92.3,1205,93.6
2018,DIV,"Virginia Beach City Public Schools","Economically Disadvantaged",1804,1698,94.1,1710,94.8
2018,DIV,"Virginia Beach City Public Schools","English Learners",89,80,89.9,80,89.9
2018,DIV,"Virginia Beach City Public Schools",Female,2481,2384,96.1,2411,97.2
2018,DIV,"Virginia Beach City Public Schools","Foster Care",<,<,<,<,<
2018,DIV,"Virginia Beach City Public Schools",Hispanic,519,475,91.5,484,93.3
2018,DIV,"Virginia Beach City Public Schools",Homeless,57,49,86,49,86
2018,DIV,"Virginia Beach City Public Schools",Male,2661,2443,91.8,2497,93.8
2018,DIV,"Virginia Beach City Public Schools","Military Connected",597,586,98.2,588,98.5
2018,DIV,"Virginia Beach City Public Schools","Multiple Races",426,406,95.3,408,95.8
2018,DIV,"Virginia Beach City Public Schools","Native Hawaiian",27,26,96.3,27,100
2018,DIV,"Virginia Beach City Public Schools","Students with Disabilities",492,453,92.1,462,93.9
2018,DIV,"Virginia Beach City Public Schools",White,2556,2414,94.4,2466,96.5
2018,DIV,"Virginia School for the Deaf and Blind-Staunton","All Students",<,<,<,<,<
2018,DIV,"Virginia School for the Deaf and Blind-Staunton",Asian,<,<,<,<,<
2018,DIV,"Virginia School for the Deaf and Blind-Staunton",Black,<,<,<,<,<
2018,DIV,"Virginia School for the Deaf and Blind-Staunton","Economically Disadvantaged",<,<,<,<,<
2018,DIV,"Virginia School for the Deaf and Blind-Staunton",Female,<,<,<,<,<
2018,DIV,"Virginia School for the Deaf and Blind-Staunton",Hispanic,<,<,<,<,<
2018,DIV,"Virginia School for the Deaf and Blind-Staunton",Male,<,<,<,<,<
2018,DIV,"Virginia School for the Deaf and Blind-Staunton","Students with Disabilities",<,<,<,<,<
2018,DIV,"Virginia School for the Deaf and Blind-Staunton",White,<,<,<,<,<
2018,DIV,"Warren County Public Schools","All Students",422,399,94.5,401,95
2018,DIV,"Warren County Public Schools",Asian,11,11,100,11,100
2018,DIV,"Warren County Public Schools",Black,26,25,96.2,25,96.2
2018,DIV,"Warren County Public Schools","Economically Disadvantaged",166,149,89.8,150,90.4
2018,DIV,"Warren County Public Schools","English Learners",10,7,70,7,70
2018,DIV,"Warren County Public Schools",Female,217,204,94,206,94.9
2018,DIV,"Warren County Public Schools",Hispanic,28,23,82.1,23,82.1
2018,DIV,"Warren County Public Schools",Homeless,<,<,<,<,<
2018,DIV,"Warren County Public Schools",Male,205,195,95.1,195,95.1
2018,DIV,"Warren County Public Schools","Military Connected",<,<,100,<,100
2018,DIV,"Warren County Public Schools","Multiple Races",21,19,90.5,20,95.2
2018,DIV,"Warren County Public Schools","Students with Disabilities",58,55,94.8,55,94.8
2018,DIV,"Warren County Public Schools",White,336,321,95.5,322,95.8
2018,DIV,"Washington County Public Schools","All Students",568,532,93.7,545,96
2018,DIV,"Washington County Public Schools",Asian,<,<,100,<,100
2018,DIV,"Washington County Public Schools",Black,<,<,<,<,<
2018,DIV,"Washington County Public Schools","Economically Disadvantaged",260,230,88.5,242,93.1
2018,DIV,"Washington County Public Schools","English Learners",<,<,100,<,100
2018,DIV,"Washington County Public Schools",Female,274,257,93.8,262,95.6
2018,DIV,"Washington County Public Schools","Foster Care",10,7,70,8,80
2018,DIV,"Washington County Public Schools",Hispanic,24,22,91.7,23,95.8
2018,DIV,"Washington County Public Schools",Homeless,<,<,<,<,<
2018,DIV,"Washington County Public Schools",Male,294,275,93.5,283,96.3
2018,DIV,"Washington County Public Schools","Military Connected",<,<,100,<,100
2018,DIV,"Washington County Public Schools","Multiple Races",10,9,90,9,90
2018,DIV,"Washington County Public Schools","Students with Disabilities",99,95,96,96,97
2018,DIV,"Washington County Public Schools",White,523,491,93.9,503,96.2
2018,DIV,"Waynesboro City Public Schools","All Students",225,199,88.4,202,89.8
2018,DIV,"Waynesboro City Public Schools","American Indian",<,<,<,<,<
2018,DIV,"Waynesboro City Public Schools",Asian,<,<,100,<,100
2018,DIV,"Waynesboro City Public Schools",Black,45,38,84.4,38,84.4
2018,DIV,"Waynesboro City Public Schools","Economically Disadvantaged",103,88,85.4,89,86.4
2018,DIV,"Waynesboro City Public Schools","English Learners",<,<,<,<,<
2018,DIV,"Waynesboro City Public Schools",Female,106,97,91.5,98,92.5
2018,DIV,"Waynesboro City Public Schools","Foster Care",<,<,100,<,100
2018,DIV,"Waynesboro City Public Schools",Hispanic,32,28,87.5,29,90.6
2018,DIV,"Waynesboro City Public Schools",Homeless,<,<,<,<,<
2018,DIV,"Waynesboro City Public Schools",Male,119,102,85.7,104,87.4
2018,DIV,"Waynesboro City Public Schools","Military Connected",<,<,100,<,100
2018,DIV,"Waynesboro City Public Schools","Multiple Races",<,<,<,<,<
2018,DIV,"Waynesboro City Public Schools","Students with Disabilities",34,27,79.4,27,79.4
2018,DIV,"Waynesboro City Public Schools",White,135,122,90.4,124,91.9
2018,DIV,"West Point Public Schools","All Students",65,63,96.9,64,98.5
2018,DIV,"West Point Public Schools","American Indian",<,<,100,<,100
2018,DIV,"West Point Public Schools",Asian,<,<,100,<,100
2018,DIV,"West Point Public Schools",Black,<,<,<,<,<
2018,DIV,"West Point Public Schools","Economically Disadvantaged",<,<,<,<,<
2018,DIV,"West Point Public Schools",Female,29,29,100,29,100
2018,DIV,"West Point Public Schools",Hispanic,<,<,100,<,100
2018,DIV,"West Point Public Schools",Male,36,34,94.4,35,97.2
2018,DIV,"West Point Public Schools","Military Connected",<,<,100,<,100
2018,DIV,"West Point Public Schools","Multiple Races",<,<,100,<,100
2018,DIV,"West Point Public Schools","Students with Disabilities",<,<,100,<,100
2018,DIV,"West Point Public Schools",White,47,46,97.9,47,100
2018,DIV,"Westmoreland County Public Schools","All Students",125,116,92.8,116,92.8
2018,DIV,"Westmoreland County Public Schools",Black,55,52,94.5,52,94.5
2018,DIV,"Westmoreland County Public Schools","Economically Disadvantaged",71,66,93,66,93
2018,DIV,"Westmoreland County Public Schools","English Learners",<,<,<,<,<
2018,DIV,"Westmoreland County Public Schools",Female,58,57,98.3,57,98.3
2018,DIV,"Westmoreland County Public Schools",Hispanic,20,16,80,16,80
2018,DIV,"Westmoreland County Public Schools",Male,67,59,88.1,59,88.1
2018,DIV,"Westmoreland County Public Schools","Multiple Races",<,<,100,<,100
2018,DIV,"Westmoreland County Public Schools","Students with Disabilities",11,9,81.8,9,81.8
2018,DIV,"Westmoreland County Public Schools",White,46,44,95.7,44,95.7
2018,DIV,"Williamsburg-James City County Public Schools","All Students",959,889,92.7,913,95.2
2018,DIV,"Williamsburg-James City County Public Schools","American Indian",<,<,100,<,100
2018,DIV,"Williamsburg-James City County Public Schools",Asian,29,28,96.6,28,96.6
2018,DIV,"Williamsburg-James City County Public Schools",Black,163,149,91.4,153,93.9
2018,DIV,"Williamsburg-James City County Public Schools","Economically Disadvantaged",311,257,82.6,274,88.1
